Activity,Time (seconds)
Annual Lesson Plan,205.107578992844
Uda Planning,41.0215157985688
List of lessons,8.82394075393677
Lesson Planning Generation,33.3735609054565
Lesson Execution Generation,182.77898812294
Didactic Material,43.5019583702087
