Activity,Time (seconds)
Annual Lesson Plan,233.409867525101
Uda Planning,46.6819735050202
List of lessons,10.1171917915344
Lesson Planning Generation,32.3084604740143
Lesson Execution Generation,136.602404117584
Didactic Material,43.4966266155243
