Activity,Time (seconds)
Annual Lesson Plan,210.147825479507
Uda Planning,35.0246375799178
List of lessons,5.34962821006775
Lesson Planning Generation,50.0012269020081
Lesson Execution Generation,93.88525390625
Didactic Material,100.204272985458
