Activity,Time (seconds)
Annual Lesson Plan,116.038905620575
Uda Planning,23.207781124115
List of lessons,4.49623775482178
Lesson Planning Generation,14.5361523628235
Lesson Execution Generation,101.390043735504
Didactic Material,26.1707563400269
