Activity,Time (seconds)
Annual Lesson Plan,144.511313438416
Uda Planning,16.0568126042684
List of lessons,4.01064395904541
Lesson Planning Generation,13.1986770629883
Lesson Execution Generation,183.567792892456
Didactic Material,43.9636814594269
