Activity,Time (seconds)
Annual Lesson Plan,219.865785598755
Uda Planning,43.973157119751
List of lessons,5.29406046867371
Lesson Planning Generation,21.4678118228912
Lesson Execution Generation,182.193019151688
Didactic Material,40.4421877861023
