Activity,Time (seconds)
Annual Lesson Plan,115.067506074905
Uda Planning,23.013501214981
List of lessons,4.29686665534973
Lesson Planning Generation,16.3206338882446
Lesson Execution Generation,105.360714912415
Didactic Material,25.5267641544342
