Activity,Time (seconds)
Annual Lesson Plan,201.669598579407
Uda Planning,40.3339197158814
List of lessons,3.47619247436523
Lesson Planning Generation,16.0578970909119
Lesson Execution Generation,130.668817043304
Didactic Material,46.4539182186127
