Activity,Time (seconds)
Annual Lesson Plan,118.483172178268
Uda Planning,16.9261674540383
List of lessons,3.90079307556152
Lesson Planning Generation,44.5143778324127
Lesson Execution Generation,108.322907686234
Didactic Material,63.7941353321075
