Activity,Time (seconds)
Annual Lesson Plan,199.861028432846
Uda Planning,28.5515754904066
List of lessons,5.07987260818481
Lesson Planning Generation,43.0817630290985
Lesson Execution Generation,130.355550527573
Didactic Material,38.9301543235779
