Activity,Time (seconds)
Annual Lesson Plan,178.798099517822
Uda Planning,25.5425856454031
List of lessons,8.01539969444275
Lesson Planning Generation,16.8507966995239
Lesson Execution Generation,198.596396684647
Didactic Material,85.4039433002472
