Activity,Time (seconds)
Annual Lesson Plan,69.2871224880219
Uda Planning,13.8574244976044
List of lessons,4.3425920009613
Lesson Planning Generation,13.7930686473846
Lesson Execution Generation,194.480090141296
Didactic Material,48.8241276741028
